FIPS	State	County	Variable	totalpopacs0711
16073	ID	Owyhee	totalpopacs0711	11449
16075	ID	Payette	totalpopacs0711	22596
16077	ID	Power	totalpopacs0711	7671
16079	ID	Shoshone	totalpopacs0711	12849
16081	ID	Teton	totalpopacs0711	9786
16083	ID	Twin Falls	totalpopacs0711	76129
16085	ID	Valley	totalpopacs0711	9877
16087	ID	Washington	totalpopacs0711	10153
17000	IL	Illinois	totalpopacs0711	12790182
17001	IL	Adams	totalpopacs0711	67045
17003	IL	Alexander	totalpopacs0711	8314
17005	IL	Bond	totalpopacs0711	17849
17007	IL	Boone	totalpopacs0711	54084
17009	IL	Brown	totalpopacs0711	6897
17011	IL	Bureau	totalpopacs0711	34963
17013	IL	Calhoun	totalpopacs0711	5093
17015	IL	Carroll	totalpopacs0711	15474
17017	IL	Cass	totalpopacs0711	13639
17019	IL	Champaign	totalpopacs0711	199443
17021	IL	Christian	totalpopacs0711	34897
17023	IL	Clark	totalpopacs0711	16442
17025	IL	Clay	totalpopacs0711	13862
17027	IL	Clinton	totalpopacs0711	37577
17029	IL	Coles	totalpopacs0711	53684
17031	IL	Cook	totalpopacs0711	5182969
17033	IL	Crawford	totalpopacs0711	19850
17035	IL	Cumberland	totalpopacs0711	11073
17037	IL	DeKalb	totalpopacs0711	104684
17039	IL	De Witt	totalpopacs0711	16635
17041	IL	Douglas	totalpopacs0711	19958
17043	IL	DuPage	totalpopacs0711	914224
17045	IL	Edgar	totalpopacs0711	18658
17047	IL	Edwards	totalpopacs0711	6693
17049	IL	Effingham	totalpopacs0711	34229
17051	IL	Fayette	totalpopacs0711	22051
17053	IL	Ford	totalpopacs0711	14088
17055	IL	Franklin	totalpopacs0711	39540
17057	IL	Fulton	totalpopacs0711	37122
17059	IL	Gallatin	totalpopacs0711	5685
17061	IL	Greene	totalpopacs0711	13911
17063	IL	Grundy	totalpopacs0711	49460
17065	IL	Hamilton	totalpopacs0711	8441
17067	IL	Hancock	totalpopacs0711	19155
17069	IL	Hardin	totalpopacs0711	4357
17071	IL	Henderson	totalpopacs0711	7379
17073	IL	Henry	totalpopacs0711	50465
17075	IL	Iroquois	totalpopacs0711	29901
17077	IL	Jackson	totalpopacs0711	59901
17079	IL	Jasper	totalpopacs0711	9735
17081	IL	Jefferson	totalpopacs0711	39032
17083	IL	Jersey	totalpopacs0711	22972
17085	IL	Jo Daviess	totalpopacs0711	22709
17087	IL	Johnson	totalpopacs0711	12666
17089	IL	Kane	totalpopacs0711	509622
17091	IL	Kankakee	totalpopacs0711	112895
17093	IL	Kendall	totalpopacs0711	110767
17095	IL	Knox	totalpopacs0711	52881
17097	IL	Lake	totalpopacs0711	700424
17099	IL	LaSalle	totalpopacs0711	113865
17101	IL	Lawrence	totalpopacs0711	16853
17103	IL	Lee	totalpopacs0711	36012
17105	IL	Livingston	totalpopacs0711	38992
17107	IL	Logan	totalpopacs0711	30353
17109	IL	McDonough	totalpopacs0711	32673
17111	IL	McHenry	totalpopacs0711	307721
17113	IL	McLean	totalpopacs0711	168234
17115	IL	Macon	totalpopacs0711	110712
17117	IL	Macoupin	totalpopacs0711	47879
17119	IL	Madison	totalpopacs0711	268473
17121	IL	Marion	totalpopacs0711	39586
17123	IL	Marshall	totalpopacs0711	12692
17125	IL	Mason	totalpopacs0711	14788
17127	IL	Massac	totalpopacs0711	15439
17129	IL	Menard	totalpopacs0711	12731
17131	IL	Mercer	totalpopacs0711	16497
17133	IL	Monroe	totalpopacs0711	32767
17135	IL	Montgomery	totalpopacs0711	30126
17137	IL	Morgan	totalpopacs0711	35673
17139	IL	Moultrie	totalpopacs0711	14773
17141	IL	Ogle	totalpopacs0711	53525
17143	IL	Peoria	totalpopacs0711	185780
17145	IL	Perry	totalpopacs0711	22403
17147	IL	Piatt	totalpopacs0711	16710
17149	IL	Pike	totalpopacs0711	16536
17151	IL	Pope	totalpopacs0711	4418
17153	IL	Pulaski	totalpopacs0711	6184
17155	IL	Putnam	totalpopacs0711	5989
17157	IL	Randolph	totalpopacs0711	33503
17159	IL	Richland	totalpopacs0711	16180
17161	IL	Rock Island	totalpopacs0711	147625
17163	IL	St. Clair	totalpopacs0711	268086
17165	IL	Saline	totalpopacs0711	25071
17167	IL	Sangamon	totalpopacs0711	196393
17169	IL	Schuyler	totalpopacs0711	7519
17171	IL	Scott	totalpopacs0711	5351
17173	IL	Shelby	totalpopacs0711	22330
17175	IL	Stark	totalpopacs0711	5980
17177	IL	Stephenson	totalpopacs0711	47730
17179	IL	Tazewell	totalpopacs0711	134636
17181	IL	Union	totalpopacs0711	17883
17183	IL	Vermilion	totalpopacs0711	81799
17185	IL	Wabash	totalpopacs0711	12041
17187	IL	Warren	totalpopacs0711	17740
17189	IL	Washington	totalpopacs0711	14746
17191	IL	Wayne	totalpopacs0711	16814
17193	IL	White	totalpopacs0711	14747
17195	IL	Whiteside	totalpopacs0711	58622
17197	IL	Will	totalpopacs0711	674166
17199	IL	Williamson	totalpopacs0711	66025
17201	IL	Winnebago	totalpopacs0711	294893
17203	IL	Woodford	totalpopacs0711	38523
18000	IN	Indiana	totalpopacs0711	6454254
18001	IN	Adams	totalpopacs0711	34263
18003	IN	Allen	totalpopacs0711	353721
18005	IN	Bartholomew	totalpopacs0711	76536
18007	IN	Benton	totalpopacs0711	8815
18009	IN	Blackford	totalpopacs0711	12848
18011	IN	Boone	totalpopacs0711	55730
18013	IN	Brown	totalpopacs0711	15227
18015	IN	Carroll	totalpopacs0711	20106
18017	IN	Cass	totalpopacs0711	38971
18019	IN	Clark	totalpopacs0711	108864
18021	IN	Clay	totalpopacs0711	26947
18023	IN	Clinton	totalpopacs0711	33228
18025	IN	Crawford	totalpopacs0711	10755
18027	IN	Daviess	totalpopacs0711	31347
18029	IN	Dearborn	totalpopacs0711	49825
18031	IN	Decatur	totalpopacs0711	25682
18033	IN	DeKalb	totalpopacs0711	42136
18035	IN	Delaware	totalpopacs0711	117413
18037	IN	Dubois	totalpopacs0711	41933
18039	IN	Elkhart	totalpopacs0711	197614
18041	IN	Fayette	totalpopacs0711	24325
18043	IN	Floyd	totalpopacs0711	74112
18045	IN	Fountain	totalpopacs0711	17282
18047	IN	Franklin	totalpopacs0711	23183
18049	IN	Fulton	totalpopacs0711	20745
18051	IN	Gibson	totalpopacs0711	33405
18053	IN	Grant	totalpopacs0711	70051
18055	IN	Greene	totalpopacs0711	33014
18057	IN	Hamilton	totalpopacs0711	268871
18059	IN	Hancock	totalpopacs0711	69035
18061	IN	Harrison	totalpopacs0711	38927
18063	IN	Hendricks	totalpopacs0711	143153
18065	IN	Henry	totalpopacs0711	49105
18067	IN	Howard	totalpopacs0711	83094
18069	IN	Huntington	totalpopacs0711	37242
18071	IN	Jackson	totalpopacs0711	42150
18073	IN	Jasper	totalpopacs0711	33254
18075	IN	Jay	totalpopacs0711	21392
18077	IN	Jefferson	totalpopacs0711	32380
18079	IN	Jennings	totalpopacs0711	28441
18081	IN	Johnson	totalpopacs0711	138227
18083	IN	Knox	totalpopacs0711	38446
18085	IN	Kosciusko	totalpopacs0711	77174
18087	IN	LaGrange	totalpopacs0711	37152
18089	IN	Lake	totalpopacs0711	495272
18091	IN	LaPorte	totalpopacs0711	111286
18093	IN	Lawrence	totalpopacs0711	46203
18095	IN	Madison	totalpopacs0711	131445
18097	IN	Marion	totalpopacs0711	897515
18099	IN	Marshall	totalpopacs0711	47016
18101	IN	Martin	totalpopacs0711	10321
18103	IN	Miami	totalpopacs0711	37078
18105	IN	Monroe	totalpopacs0711	136278
18107	IN	Montgomery	totalpopacs0711	38220
18109	IN	Morgan	totalpopacs0711	68894
18111	IN	Newton	totalpopacs0711	14270
18113	IN	Noble	totalpopacs0711	47522
18115	IN	Ohio	totalpopacs0711	6074
18117	IN	Orange	totalpopacs0711	19881
18119	IN	Owen	totalpopacs0711	21665
18121	IN	Parke	totalpopacs0711	17368
18123	IN	Perry	totalpopacs0711	19350
18125	IN	Pike	totalpopacs0711	12901
18127	IN	Porter	totalpopacs0711	163406
18129	IN	Posey	totalpopacs0711	25973
18131	IN	Pulaski	totalpopacs0711	13529
18133	IN	Putnam	totalpopacs0711	38082
18135	IN	Randolph	totalpopacs0711	26205
18137	IN	Ripley	totalpopacs0711	28657
18139	IN	Rush	totalpopacs0711	17481
18141	IN	St. Joseph	totalpopacs0711	266740
18143	IN	Scott	totalpopacs0711	24112
18145	IN	Shelby	totalpopacs0711	44337
18147	IN	Spencer	totalpopacs0711	20978
18149	IN	Starke	totalpopacs0711	23311
18151	IN	Steuben	totalpopacs0711	34084
18153	IN	Sullivan	totalpopacs0711	21484
18155	IN	Switzerland	totalpopacs0711	10479
18157	IN	Tippecanoe	totalpopacs0711	170965
18159	IN	Tipton	totalpopacs0711	16023
18161	IN	Union	totalpopacs0711	7481
18163	IN	Vanderburgh	totalpopacs0711	178985
18165	IN	Vermillion	totalpopacs0711	16345
18167	IN	Vigo	totalpopacs0711	107472
18169	IN	Wabash	totalpopacs0711	33019
18171	IN	Warren	totalpopacs0711	8525
18173	IN	Warrick	totalpopacs0711	59104
18175	IN	Washington	totalpopacs0711	28221
18177	IN	Wayne	totalpopacs0711	68990
18179	IN	Wells	totalpopacs0711	27720
18181	IN	White	totalpopacs0711	24714
18183	IN	Whitley	totalpopacs0711	33152
19000	IA	Iowa	totalpopacs0711	3032266
19001	IA	Adair	totalpopacs0711	7699
19003	IA	Adams	totalpopacs0711	4085
19005	IA	Allamakee	totalpopacs0711	14309
19007	IA	Appanoose	totalpopacs0711	12926
19009	IA	Audubon	totalpopacs0711	6141
19011	IA	Benton	totalpopacs0711	26089
19013	IA	Black Hawk	totalpopacs0711	130060
19015	IA	Boone	totalpopacs0711	26380
19017	IA	Bremer	totalpopacs0711	24231
19019	IA	Buchanan	totalpopacs0711	21022
19021	IA	Buena Vista	totalpopacs0711	20078
19023	IA	Butler	totalpopacs0711	14893
19025	IA	Calhoun	totalpopacs0711	9754
19027	IA	Carroll	totalpopacs0711	20809
19029	IA	Cass	totalpopacs0711	13928
19031	IA	Cedar	totalpopacs0711	18427
19033	IA	Cerro Gordo	totalpopacs0711	44206
19035	IA	Cherokee	totalpopacs0711	12060
19037	IA	Chickasaw	totalpopacs0711	12470
19039	IA	Clarke	totalpopacs0711	9251
19041	IA	Clay	totalpopacs0711	16674
19043	IA	Clayton	totalpopacs0711	18150
19045	IA	Clinton	totalpopacs0711	49185
19047	IA	Crawford	totalpopacs0711	17035
19049	IA	Dallas	totalpopacs0711	64383
19051	IA	Davis	totalpopacs0711	8723
19053	IA	Decatur	totalpopacs0711	8451
19055	IA	Delaware	totalpopacs0711	17804
19057	IA	Des Moines	totalpopacs0711	40255
19059	IA	Dickinson	totalpopacs0711	16712
19061	IA	Dubuque	totalpopacs0711	93227
19063	IA	Emmet	totalpopacs0711	10323
19065	IA	Fayette	totalpopacs0711	20938
19067	IA	Floyd	totalpopacs0711	16292
19069	IA	Franklin	totalpopacs0711	10705
19071	IA	Fremont	totalpopacs0711	7476
19073	IA	Greene	totalpopacs0711	9382
19075	IA	Grundy	totalpopacs0711	12407
19077	IA	Guthrie	totalpopacs0711	10991
19079	IA	Hamilton	totalpopacs0711	15755
19081	IA	Hancock	totalpopacs0711	11416
19083	IA	Hardin	totalpopacs0711	17595
19085	IA	Harrison	totalpopacs0711	14969
19087	IA	Henry	totalpopacs0711	20257
19089	IA	Howard	totalpopacs0711	9591
19091	IA	Humboldt	totalpopacs0711	9860
19093	IA	Ida	totalpopacs0711	7139
19095	IA	Iowa	totalpopacs0711	16342
19097	IA	Jackson	totalpopacs0711	19884
19099	IA	Jasper	totalpopacs0711	36902
19101	IA	Jefferson	totalpopacs0711	16721
19103	IA	Johnson	totalpopacs0711	129159
19105	IA	Jones	totalpopacs0711	20699
19107	IA	Keokuk	totalpopacs0711	10548
19109	IA	Kossuth	totalpopacs0711	15622
19111	IA	Lee	totalpopacs0711	35854
19113	IA	Linn	totalpopacs0711	210011
19115	IA	Louisa	totalpopacs0711	11576
19117	IA	Lucas	totalpopacs0711	9021
19119	IA	Lyon	totalpopacs0711	11579
19121	IA	Madison	totalpopacs0711	15591
19123	IA	Mahaska	totalpopacs0711	22433
19125	IA	Marion	totalpopacs0711	33372
19127	IA	Marshall	totalpopacs0711	40398
19129	IA	Mills	totalpopacs0711	15112
19131	IA	Mitchell	totalpopacs0711	10794
19133	IA	Monona	totalpopacs0711	9299
19135	IA	Monroe	totalpopacs0711	7949
19137	IA	Montgomery	totalpopacs0711	10792
19139	IA	Muscatine	totalpopacs0711	42634
19141	IA	O'Brien	totalpopacs0711	14352
19143	IA	Osceola	totalpopacs0711	6506
19145	IA	Page	totalpopacs0711	16029
19147	IA	Palo Alto	totalpopacs0711	9478
19149	IA	Plymouth	totalpopacs0711	24915
19151	IA	Pocahontas	totalpopacs0711	7407
19153	IA	Polk	totalpopacs0711	425582
19155	IA	Pottawattamie	totalpopacs0711	92464
19157	IA	Poweshiek	totalpopacs0711	18965
19159	IA	Ringgold	totalpopacs0711	5148
19161	IA	Sac	totalpopacs0711	10388
19163	IA	Scott	totalpopacs0711	163667
19165	IA	Shelby	totalpopacs0711	12242
19167	IA	Sioux	totalpopacs0711	33545
19169	IA	Story	totalpopacs0711	88577
19171	IA	Tama	totalpopacs0711	17864
19173	IA	Taylor	totalpopacs0711	6354
19175	IA	Union	totalpopacs0711	12471
19177	IA	Van Buren	totalpopacs0711	7617
19179	IA	Wapello	totalpopacs0711	35473
19181	IA	Warren	totalpopacs0711	45859
19183	IA	Washington	totalpopacs0711	21707
19185	IA	Wayne	totalpopacs0711	6372
19187	IA	Webster	totalpopacs0711	38105
19189	IA	Winnebago	totalpopacs0711	10892
19191	IA	Winneshiek	totalpopacs0711	21033
19193	IA	Woodbury	totalpopacs0711	101566
19195	IA	Worth	totalpopacs0711	7605
19197	IA	Wright	totalpopacs0711	13278
20000	KS	Kansas	totalpopacs0711	2830985
20001	KS	Allen	totalpopacs0711	13411
20003	KS	Anderson	totalpopacs0711	8093
20005	KS	Atchison	totalpopacs0711	16867
20007	KS	Barber	totalpopacs0711	4877
20009	KS	Barton	totalpopacs0711	27572
20011	KS	Bourbon	totalpopacs0711	15095
20013	KS	Brown	totalpopacs0711	10000
20015	KS	Butler	totalpopacs0711	65307
20017	KS	Chase	totalpopacs0711	2808
20019	KS	Chautauqua	totalpopacs0711	3685
20021	KS	Cherokee	totalpopacs0711	21646
20023	KS	Cheyenne	totalpopacs0711	2755
20025	KS	Clark	totalpopacs0711	2179
20027	KS	Clay	totalpopacs0711	8555
20029	KS	Cloud	totalpopacs0711	9501
20031	KS	Coffey	totalpopacs0711	8562
20033	KS	Comanche	totalpopacs0711	1903
20035	KS	Cowley	totalpopacs0711	36237
20037	KS	Crawford	totalpopacs0711	39051
20039	KS	Decatur	totalpopacs0711	2975
20041	KS	Dickinson	totalpopacs0711	19713
20043	KS	Doniphan	totalpopacs0711	7959
20045	KS	Douglas	totalpopacs0711	110075
20047	KS	Edwards	totalpopacs0711	3041
20049	KS	Elk	totalpopacs0711	2899
20051	KS	Ellis	totalpopacs0711	28253
20053	KS	Ellsworth	totalpopacs0711	6481
20055	KS	Finney	totalpopacs0711	36297
20057	KS	Ford	totalpopacs0711	33232
20059	KS	Franklin	totalpopacs0711	25882
20061	KS	Geary	totalpopacs0711	32081
20063	KS	Gove	totalpopacs0711	2695
20065	KS	Graham	totalpopacs0711	2643
20067	KS	Grant	totalpopacs0711	7795
20069	KS	Gray	totalpopacs0711	5923
20071	KS	Greeley	totalpopacs0711	1232
20073	KS	Greenwood	totalpopacs0711	6764
20075	KS	Hamilton	totalpopacs0711	2662
20077	KS	Harper	totalpopacs0711	6022
20079	KS	Harvey	totalpopacs0711	34392
20081	KS	Haskell	totalpopacs0711	4217
20083	KS	Hodgeman	totalpopacs0711	1944
20085	KS	Jackson	totalpopacs0711	13374
20087	KS	Jefferson	totalpopacs0711	19046
20089	KS	Jewell	totalpopacs0711	3117
20091	KS	Johnson	totalpopacs0711	538836
20093	KS	Kearny	totalpopacs0711	3951
20095	KS	Kingman	totalpopacs0711	7897
20097	KS	Kiowa	totalpopacs0711	2572
20099	KS	Labette	totalpopacs0711	21710
20101	KS	Lane	totalpopacs0711	1511
20103	KS	Leavenworth	totalpopacs0711	75500
20105	KS	Lincoln	totalpopacs0711	3279
20107	KS	Linn	totalpopacs0711	9702
20109	KS	Logan	totalpopacs0711	2772
20111	KS	Lyon	totalpopacs0711	34561
20113	KS	McPherson	totalpopacs0711	29190
20115	KS	Marion	totalpopacs0711	12639
20117	KS	Marshall	totalpopacs0711	10111
20119	KS	Meade	totalpopacs0711	4523
20121	KS	Miami	totalpopacs0711	32419
20123	KS	Mitchell	totalpopacs0711	6365
20125	KS	Montgomery	totalpopacs0711	35383
20127	KS	Morris	totalpopacs0711	5937
20129	KS	Morton	totalpopacs0711	3228
20131	KS	Nemaha	totalpopacs0711	10206
20133	KS	Neosho	totalpopacs0711	16536
20135	KS	Ness	totalpopacs0711	3118
20137	KS	Norton	totalpopacs0711	5668
20139	KS	Osage	totalpopacs0711	16360
20141	KS	Osborne	totalpopacs0711	3878
20143	KS	Ottawa	totalpopacs0711	6114
20145	KS	Pawnee	totalpopacs0711	6942
20147	KS	Phillips	totalpopacs0711	5597
20149	KS	Pottawatomie	totalpopacs0711	21223
20151	KS	Pratt	totalpopacs0711	9675
20153	KS	Rawlins	totalpopacs0711	2565
20155	KS	Reno	totalpopacs0711	64207
20157	KS	Republic	totalpopacs0711	5019
20159	KS	Rice	totalpopacs0711	10102
20161	KS	Riley	totalpopacs0711	70249
20163	KS	Rooks	totalpopacs0711	5213
20165	KS	Rush	totalpopacs0711	3279
20167	KS	Russell	totalpopacs0711	6926
20169	KS	Saline	totalpopacs0711	55258
20171	KS	Scott	totalpopacs0711	5071
20173	KS	Sedgwick	totalpopacs0711	491988
20175	KS	Seward	totalpopacs0711	22802
20177	KS	Shawnee	totalpopacs0711	176723
20179	KS	Sheridan	totalpopacs0711	2572
20181	KS	Sherman	totalpopacs0711	6019
20183	KS	Smith	totalpopacs0711	3893
20185	KS	Stafford	totalpopacs0711	4416
20187	KS	Stanton	totalpopacs0711	2204
20189	KS	Stevens	totalpopacs0711	5558
20191	KS	Sumner	totalpopacs0711	24115
20193	KS	Thomas	totalpopacs0711	7809
20195	KS	Trego	totalpopacs0711	2965
20197	KS	Wabaunsee	totalpopacs0711	7041
20199	KS	Wallace	totalpopacs0711	1499
20201	KS	Washington	totalpopacs0711	5830
20203	KS	Wichita	totalpopacs0711	2243
20205	KS	Wilson	totalpopacs0711	9512
20207	KS	Woodson	totalpopacs0711	3324
20209	KS	Wyandotte	totalpopacs0711	156362
21000	KY	Kentucky	totalpopacs0711	4316040
21001	KY	Adair	totalpopacs0711	18613
21003	KY	Allen	totalpopacs0711	19866
21005	KY	Anderson	totalpopacs0711	21308
21007	KY	Ballard	totalpopacs0711	8235
21009	KY	Barren	totalpopacs0711	41961
21011	KY	Bath	totalpopacs0711	11605
21013	KY	Bell	totalpopacs0711	28744
21015	KY	Boone	totalpopacs0711	117216
21017	KY	Bourbon	totalpopacs0711	19987
21019	KY	Boyd	totalpopacs0711	49368
21021	KY	Boyle	totalpopacs0711	28345
21023	KY	Bracken	totalpopacs0711	8486
21025	KY	Breathitt	totalpopacs0711	14062
21027	KY	Breckinridge	totalpopacs0711	20029
21029	KY	Bullitt	totalpopacs0711	73529
21031	KY	Butler	totalpopacs0711	12746
21033	KY	Caldwell	totalpopacs0711	12962
21035	KY	Calloway	totalpopacs0711	36999
21037	KY	Campbell	totalpopacs0711	89598
21039	KY	Carlisle	totalpopacs0711	5094
21041	KY	Carroll	totalpopacs0711	10801
21043	KY	Carter	totalpopacs0711	27760
21045	KY	Casey	totalpopacs0711	15939
21047	KY	Christian	totalpopacs0711	73266
21049	KY	Clark	totalpopacs0711	35446
21051	KY	Clay	totalpopacs0711	22001
21053	KY	Clinton	totalpopacs0711	10215
21055	KY	Crittenden	totalpopacs0711	9331
21057	KY	Cumberland	totalpopacs0711	6884
21059	KY	Daviess	totalpopacs0711	96062
21061	KY	Edmonson	totalpopacs0711	12110
21063	KY	Elliott	totalpopacs0711	7594
21065	KY	Estill	totalpopacs0711	14711
21067	KY	Fayette	totalpopacs0711	292370
21069	KY	Fleming	totalpopacs0711	14376
21071	KY	Floyd	totalpopacs0711	39701
21073	KY	Franklin	totalpopacs0711	49205
21075	KY	Fulton	totalpopacs0711	6836
21077	KY	Gallatin	totalpopacs0711	8503
21079	KY	Garrard	totalpopacs0711	16902
21081	KY	Grant	totalpopacs0711	24720
21083	KY	Graves	totalpopacs0711	37088
21085	KY	Grayson	totalpopacs0711	25677
21087	KY	Green	totalpopacs0711	11334
21089	KY	Greenup	totalpopacs0711	36974
21091	KY	Hancock	totalpopacs0711	8559
21093	KY	Hardin	totalpopacs0711	102873
21095	KY	Harlan	totalpopacs0711	29479
21097	KY	Harrison	totalpopacs0711	18823
21099	KY	Hart	totalpopacs0711	18228
21101	KY	Henderson	totalpopacs0711	46095
21103	KY	Henry	totalpopacs0711	15472
21105	KY	Hickman	totalpopacs0711	4905
21107	KY	Hopkins	totalpopacs0711	46921
21109	KY	Jackson	totalpopacs0711	13537
21111	KY	Jefferson	totalpopacs0711	735804
21113	KY	Jessamine	totalpopacs0711	47880
21115	KY	Johnson	totalpopacs0711	23327
21117	KY	Kenton	totalpopacs0711	159008
21119	KY	Knott	totalpopacs0711	16483
21121	KY	Knox	totalpopacs0711	31820
21123	KY	Larue	totalpopacs0711	14162
21125	KY	Laurel	totalpopacs0711	58590
21127	KY	Lawrence	totalpopacs0711	15899
21129	KY	Lee	totalpopacs0711	7858
21131	KY	Leslie	totalpopacs0711	11388
21133	KY	Letcher	totalpopacs0711	24449
21135	KY	Lewis	totalpopacs0711	13946
21137	KY	Lincoln	totalpopacs0711	24758
21139	KY	Livingston	totalpopacs0711	9503
21141	KY	Logan	totalpopacs0711	26841
21143	KY	Lyon	totalpopacs0711	8347
21145	KY	McCracken	totalpopacs0711	65451
21147	KY	McCreary	totalpopacs0711	18201
21149	KY	McLean	totalpopacs0711	9604
21151	KY	Madison	totalpopacs0711	82363
21153	KY	Magoffin	totalpopacs0711	13286
21155	KY	Marion	totalpopacs0711	19735
21157	KY	Marshall	totalpopacs0711	31409
21159	KY	Martin	totalpopacs0711	13014
21161	KY	Mason	totalpopacs0711	17468
21163	KY	Meade	totalpopacs0711	28944
21165	KY	Menifee	totalpopacs0711	6378
21167	KY	Mercer	totalpopacs0711	21289
21169	KY	Metcalfe	totalpopacs0711	10124
21171	KY	Monroe	totalpopacs0711	11009
21173	KY	Montgomery	totalpopacs0711	26242
21175	KY	Morgan	totalpopacs0711	14012
21177	KY	Muhlenberg	totalpopacs0711	31473
21179	KY	Nelson	totalpopacs0711	43026
21181	KY	Nicholas	totalpopacs0711	7120
21183	KY	Ohio	totalpopacs0711	23932
21185	KY	Oldham	totalpopacs0711	59639
21187	KY	Owen	totalpopacs0711	10923
21189	KY	Owsley	totalpopacs0711	4759
21191	KY	Pendleton	totalpopacs0711	14840
21193	KY	Perry	totalpopacs0711	28722
21195	KY	Pike	totalpopacs0711	65174
21197	KY	Powell	totalpopacs0711	12730
21199	KY	Pulaski	totalpopacs0711	62654
21201	KY	Robertson	totalpopacs0711	2261
21203	KY	Rockcastle	totalpopacs0711	17098
21205	KY	Rowan	totalpopacs0711	23258
21207	KY	Russell	totalpopacs0711	17521
21209	KY	Scott	totalpopacs0711	46113
21211	KY	Shelby	totalpopacs0711	41671
21213	KY	Simpson	totalpopacs0711	17269
21215	KY	Spencer	totalpopacs0711	16934
21217	KY	Taylor	totalpopacs0711	24400
21219	KY	Todd	totalpopacs0711	12381
21221	KY	Trigg	totalpopacs0711	14224
21223	KY	Trimble	totalpopacs0711	8845
21225	KY	Union	totalpopacs0711	15045
21227	KY	Warren	totalpopacs0711	111843
21229	KY	Washington	totalpopacs0711	11671
21231	KY	Wayne	totalpopacs0711	20807
21233	KY	Webster	totalpopacs0711	13697
21235	KY	Whitley	totalpopacs0711	35951
21237	KY	Wolfe	totalpopacs0711	7333
21239	KY	Woodford	totalpopacs0711	24683
22000	LA	Louisiana	totalpopacs0711	4484596
22001	LA	Acadia	totalpopacs0711	61430
22003	LA	Allen	totalpopacs0711	25830
22005	LA	Ascension	totalpopacs0711	105208
22007	LA	Assumption	totalpopacs0711	23421
22009	LA	Avoyelles	totalpopacs0711	41977
22011	LA	Beauregard	totalpopacs0711	35328
22013	LA	Bienville	totalpopacs0711	14464
22015	LA	Bossier	totalpopacs0711	115667
22017	LA	Caddo	totalpopacs0711	253924
22019	LA	Calcasieu	totalpopacs0711	190891
22021	LA	Caldwell	totalpopacs0711	10158
22023	LA	Cameron	totalpopacs0711	7083
22025	LA	Catahoula	totalpopacs0711	10448
22027	LA	Claiborne	totalpopacs0711	17123
22029	LA	Concordia	totalpopacs0711	20617
22031	LA	De Soto	totalpopacs0711	26592
22033	LA	East Baton Rouge	totalpopacs0711	437401
22035	LA	East Carroll	totalpopacs0711	7854
22037	LA	East Feliciana	totalpopacs0711	20330
22039	LA	Evangeline	totalpopacs0711	34233
22041	LA	Franklin	totalpopacs0711	20752
22043	LA	Grant	totalpopacs0711	21892
22045	LA	Iberia	totalpopacs0711	73407
22047	LA	Iberville	totalpopacs0711	33455
22049	LA	Jackson	totalpopacs0711	16151
22051	LA	Jefferson	totalpopacs0711	432310
22053	LA	Jefferson Davis	totalpopacs0711	31545
22055	LA	Lafayette	totalpopacs0711	218586
22057	LA	Lafourche	totalpopacs0711	95895
22059	LA	La Salle	totalpopacs0711	14777
22061	LA	Lincoln	totalpopacs0711	46198
22063	LA	Livingston	totalpopacs0711	125732
22065	LA	Madison	totalpopacs0711	12181
22067	LA	Morehouse	totalpopacs0711	28097
22069	LA	Natchitoches	totalpopacs0711	39364
22071	LA	Orleans	totalpopacs0711	321409
22073	LA	Ouachita	totalpopacs0711	152970
22075	LA	Plaquemines	totalpopacs0711	22976
22077	LA	Pointe Coupee	totalpopacs0711	22830
22079	LA	Rapides	totalpopacs0711	131254
22081	LA	Red River	totalpopacs0711	9098
22083	LA	Richland	totalpopacs0711	20748
22085	LA	Sabine	totalpopacs0711	24236
22087	LA	St. Bernard	totalpopacs0711	32347
22089	LA	St. Charles	totalpopacs0711	52662
22091	LA	St. Helena	totalpopacs0711	11097
22093	LA	St. James	totalpopacs0711	22064
22095	LA	St. John the Baptist	totalpopacs0711	46310
22097	LA	St. Landry	totalpopacs0711	84003
22099	LA	St. Martin	totalpopacs0711	52105
22101	LA	St. Mary	totalpopacs0711	54360
22103	LA	St. Tammany	totalpopacs0711	231629
22105	LA	Tangipahoa	totalpopacs0711	119891
22107	LA	Tensas	totalpopacs0711	5299
22109	LA	Terrebonne	totalpopacs0711	111518
22111	LA	Union	totalpopacs0711	22715
22113	LA	Vermilion	totalpopacs0711	57660
22115	LA	Vernon	totalpopacs0711	50706
22117	LA	Washington	totalpopacs0711	46969
22119	LA	Webster	totalpopacs0711	41235
22121	LA	West Baton Rouge	totalpopacs0711	23570
22123	LA	West Carroll	totalpopacs0711	11635
22125	LA	West Feliciana	totalpopacs0711	15631
22127	LA	Winn	totalpopacs0711	15348
23000	ME	Maine	totalpopacs0711	1328543
23001	ME	Androscoggin	totalpopacs0711	107785
23003	ME	Aroostook	totalpopacs0711	72143
23005	ME	Cumberland	totalpopacs0711	281044
23007	ME	Franklin	totalpopacs0711	30697
23009	ME	Hancock	totalpopacs0711	54422
23011	ME	Kennebec	totalpopacs0711	122008
23013	ME	Knox	totalpopacs0711	39972
23015	ME	Lincoln	totalpopacs0711	34579
23017	ME	Oxford	totalpopacs0711	57892
