FIPS	State	County	Variable	population
42073	Pennsylvania	Lawrence	population	90535
42075	Pennsylvania	Lebanon	population	134311
42077	Pennsylvania	Lehigh	population	352947
42079	Pennsylvania	Luzerne	population	320651
42081	Pennsylvania	Lycoming	population	116747
42083	Pennsylvania	McKean	population	43222
42085	Pennsylvania	Mercer	population	116205
42087	Pennsylvania	Mifflin	population	46858
42089	Pennsylvania	Monroe	population	169882
42091	Pennsylvania	Montgomery	population	804210
42093	Pennsylvania	Montour	population	18296
42095	Pennsylvania	Northampton	population	298476
42097	Pennsylvania	Northumberland	population	94558
42099	Pennsylvania	Perry	population	46042
42101	Pennsylvania	Philadelphia	population	1536471
42103	Pennsylvania	Pike	population	56852
42105	Pennsylvania	Potter	population	17453
42107	Pennsylvania	Schuylkill	population	147513
42109	Pennsylvania	Snyder	population	39819
42111	Pennsylvania	Somerset	population	77405
42113	Pennsylvania	Sullivan	population	6479
42115	Pennsylvania	Susquehanna	population	43192
42117	Pennsylvania	Tioga	population	42419
42119	Pennsylvania	Union	population	44847
42121	Pennsylvania	Venango	population	54683
42123	Pennsylvania	Warren	population	41441
42125	Pennsylvania	Washington	population	208282
42127	Pennsylvania	Wayne	population	53004
42129	Pennsylvania	Westmoreland	population	364471
42131	Pennsylvania	Wyoming	population	28406
42133	Pennsylvania	York	population	436770
44001	Rhode Island	Bristol	population	49800
44003	Rhode Island	Kent	population	165535
44005	Rhode Island	Newport	population	82695
44007	Rhode Island	Providence	population	626709
44009	Rhode Island	Washington	population	126563
45001	South Carolina	Abbeville	population	25161
45003	South Carolina	Aiken	population	160682
45005	South Carolina	Allendale	population	10181
45007	South Carolina	Anderson	population	188488
45009	South Carolina	Bamberg	population	15975
45011	South Carolina	Barnwell	population	22358
45013	South Carolina	Beaufort	population	164684
45015	South Carolina	Berkeley	population	183525
45017	South Carolina	Calhoun	population	15145
45019	South Carolina	Charleston	population	357704
45021	South Carolina	Cherokee	population	55540
45023	South Carolina	Chester	population	32916
45025	South Carolina	Chesterfield	population	46557
45027	South Carolina	Clarendon	population	34726
45029	South Carolina	Colleton	population	38611
45031	South Carolina	Darlington	population	68299
45033	South Carolina	Dillon	population	31758
45035	South Carolina	Dorchester	population	140892
45037	South Carolina	Edgefield	population	26670
45039	South Carolina	Fairfield	population	23571
45041	South Carolina	Florence	population	137862
45043	South Carolina	Georgetown	population	59991
45045	South Carolina	Greenville	population	461299
45047	South Carolina	Greenwood	population	69835
45049	South Carolina	Hampton	population	20821
45051	South Carolina	Horry	population	276340
45053	South Carolina	Jasper	population	25195
45055	South Carolina	Kershaw	population	62273
45057	South Carolina	Lancaster	population	77908
45059	South Carolina	Laurens	population	66528
45061	South Carolina	Lee	population	18976
45063	South Carolina	Lexington	population	267129
45065	South Carolina	McCormick	population	10035
45067	South Carolina	Marion	population	32846
45069	South Carolina	Marlboro	population	28509
45071	South Carolina	Newberry	population	37721
45073	South Carolina	Oconee	population	74418
45075	South Carolina	Orangeburg	population	91910
45077	South Carolina	Pickens	population	119574
45079	South Carolina	Richland	population	389116
45081	South Carolina	Saluda	population	19882
45083	South Carolina	Spartanburg	population	286868
45085	South Carolina	Sumter	population	107460
45087	South Carolina	Union	population	28679
45089	South Carolina	Williamsburg	population	34084
45091	South Carolina	York	population	230528
46003	South Dakota	Aurora	population	2694
46005	South Dakota	Beadle	population	17550
46007	South Dakota	Bennett	population	3441
46009	South Dakota	Bon Homme	population	6983
46011	South Dakota	Brookings	population	32226
46013	South Dakota	Brown	population	36822
46015	South Dakota	Brule	population	5283
46017	South Dakota	Buffalo	population	1988
46019	South Dakota	Butte	population	10259
46021	South Dakota	Campbell	population	1427
46023	South Dakota	Charles Mix	population	9208
46025	South Dakota	Clark	population	3628
46027	South Dakota	Clay	population	14051
46029	South Dakota	Codington	population	27442
46031	South Dakota	Corson	population	4022
46033	South Dakota	Custer	population	8338
46035	South Dakota	Davison	population	19651
46037	South Dakota	Day	population	5741
46039	South Dakota	Deuel	population	4359
46041	South Dakota	Dewey	population	5421
46043	South Dakota	Douglas	population	2972
46045	South Dakota	Edmunds	population	4056
46047	South Dakota	Fall River	population	6981
46049	South Dakota	Faulk	population	2367
46051	South Dakota	Grant	population	7250
46053	South Dakota	Gregory	population	4216
46055	South Dakota	Haakon	population	1907
46057	South Dakota	Hamlin	population	5978
46059	South Dakota	Hand	population	3423
46061	South Dakota	Hanson	population	3376
46063	South Dakota	Harding	population	1269
46065	South Dakota	Hughes	population	17292
46067	South Dakota	Hutchinson	population	7257
46069	South Dakota	Hyde	population	1394
46071	South Dakota	Jackson	population	3169
46073	South Dakota	Jerauld	population	2085
46075	South Dakota	Jones	population	1003
46077	South Dakota	Kingsbury	population	5179
46079	South Dakota	Lake	population	11567
46081	South Dakota	Lawrence	population	24312
46083	South Dakota	Lincoln	population	46793
46085	South Dakota	Lyman	population	3806
46087	South Dakota	McCook	population	5556
46089	South Dakota	McPherson	population	2452
46091	South Dakota	Marshall	population	4597
46093	South Dakota	Meade	population	25546
46095	South Dakota	Mellette	population	2067
46097	South Dakota	Miner	population	2359
46099	South Dakota	Minnehaha	population	171752
46101	South Dakota	Moody	population	6475
46103	South Dakota	Pennington	population	102815
46105	South Dakota	Perkins	population	3001
46107	South Dakota	Potter	population	2364
46109	South Dakota	Roberts	population	10286
46111	South Dakota	Sanborn	population	2392
46113	South Dakota	Shannon	population	13928
46115	South Dakota	Spink	population	6470
46117	South Dakota	Stanley	population	3002
46119	South Dakota	Sully	population	1375
46121	South Dakota	Todd	population	9822
46123	South Dakota	Tripp	population	5615
46125	South Dakota	Turner	population	8332
46127	South Dakota	Union	population	14651
46129	South Dakota	Walworth	population	5575
46135	South Dakota	Yankton	population	22612
46137	South Dakota	Ziebach	population	2852
47001	Tennessee	Anderson	population	75233
47003	Tennessee	Bedford	population	45509
47005	Tennessee	Benton	population	16430
47007	Tennessee	Bledsoe	population	12865
47009	Tennessee	Blount	population	123901
47011	Tennessee	Bradley	population	100055
47013	Tennessee	Campbell	population	40512
47015	Tennessee	Cannon	population	13761
47017	Tennessee	Carroll	population	28457
47019	Tennessee	Carter	population	57185
47021	Tennessee	Cheatham	population	39078
47023	Tennessee	Chester	population	17141
47025	Tennessee	Claiborne	population	32172
47027	Tennessee	Clay	population	7761
47029	Tennessee	Cocke	population	35544
47031	Tennessee	Coffee	population	53016
47033	Tennessee	Crockett	population	14553
47035	Tennessee	Cumberland	population	56632
47037	Tennessee	Davidson	population	635475
47039	Tennessee	Decatur	population	11687
47041	Tennessee	DeKalb	population	18854
47043	Tennessee	Dickson	population	50081
47045	Tennessee	Dyer	population	38192
47047	Tennessee	Fayette	population	38513
47049	Tennessee	Fentress	population	18020
47051	Tennessee	Franklin	population	40917
47053	Tennessee	Gibson	population	49935
47055	Tennessee	Giles	population	29387
47057	Tennessee	Grainger	population	22766
47059	Tennessee	Greene	population	69339
47061	Tennessee	Grundy	population	13545
47063	Tennessee	Hamblen	population	63062
47065	Tennessee	Hamilton	population	340855
47067	Tennessee	Hancock	population	6737
47069	Tennessee	Hardeman	population	26834
47071	Tennessee	Hardin	population	25874
47073	Tennessee	Hawkins	population	56671
47075	Tennessee	Haywood	population	18470
47077	Tennessee	Henderson	population	27912
47079	Tennessee	Henry	population	32352
47081	Tennessee	Hickman	population	24406
47083	Tennessee	Houston	population	8333
47085	Tennessee	Humphreys	population	18470
47087	Tennessee	Jackson	population	11371
47089	Tennessee	Jefferson	population	51666
47091	Tennessee	Johnson	population	18231
47093	Tennessee	Knox	population	436929
47095	Tennessee	Lake	population	7779
47097	Tennessee	Lauderdale	population	27748
47099	Tennessee	Lawrence	population	42115
47101	Tennessee	Lewis	population	12142
47103	Tennessee	Lincoln	population	33431
47105	Tennessee	Loudon	population	49237
47107	Tennessee	McMinn	population	52508
47109	Tennessee	McNairy	population	26094
47111	Tennessee	Macon	population	22485
47113	Tennessee	Madison	population	98255
47115	Tennessee	Marion	population	28223
47117	Tennessee	Marshall	population	30881
47119	Tennessee	Maury	population	81509
47121	Tennessee	Meigs	population	11737
47123	Tennessee	Monroe	population	44882
47125	Tennessee	Montgomery	population	176619
47127	Tennessee	Moore	population	6411
47129	Tennessee	Morgan	population	21838
47131	Tennessee	Obion	population	31790
47133	Tennessee	Overton	population	22169
47135	Tennessee	Perry	population	7898
47137	Tennessee	Pickett	population	5122
47139	Tennessee	Polk	population	16779
47141	Tennessee	Putnam	population	72958
47143	Tennessee	Rhea	population	32079
47145	Tennessee	Roane	population	53838
47147	Tennessee	Robertson	population	67106
47149	Tennessee	Rutherford	population	268921
47151	Tennessee	Scott	population	22160
47153	Tennessee	Sequatchie	population	14346
47155	Tennessee	Sevier	population	91466
47157	Tennessee	Shelby	population	935088
47159	Tennessee	Smith	population	19150
47161	Tennessee	Stewart	population	13186
47163	Tennessee	Sullivan	population	157419
47165	Tennessee	Sumner	population	163686
47167	Tennessee	Tipton	population	61293
47169	Tennessee	Trousdale	population	7816
47171	Tennessee	Unicoi	population	18280
47173	Tennessee	Union	population	19200
47175	Tennessee	Van Buren	population	5483
47177	Tennessee	Warren	population	39927
47179	Tennessee	Washington	population	124353
47181	Tennessee	Wayne	population	16951
47183	Tennessee	Weakley	population	34980
47185	Tennessee	White	population	26149
47187	Tennessee	Williamson	population	188560
47189	Tennessee	Wilson	population	116617
48001	Texas	Anderson	population	58308
48003	Texas	Andrews	population	15445
48005	Texas	Angelina	population	87669
48007	Texas	Aransas	population	23374
48009	Texas	Archer	population	8842
48011	Texas	Armstrong	population	1928
48013	Texas	Atascosa	population	45579
48015	Texas	Austin	population	28665
48017	Texas	Bailey	population	7247
48019	Texas	Bandera	population	20538
48021	Texas	Bastrop	population	75115
48023	Texas	Baylor	population	3741
48025	Texas	Bee	population	32095
48027	Texas	Bell	population	315196
48029	Texas	Bexar	population	1756153
48031	Texas	Blanco	population	10600
48033	Texas	Borden	population	626
48035	Texas	Bosque	population	18306
48037	Texas	Bowie	population	92793
48039	Texas	Brazoria	population	319973
48041	Texas	Brazos	population	197632
48043	Texas	Brewster	population	9386
48045	Texas	Briscoe	population	1651
48047	Texas	Brooks	population	7222
48049	Texas	Brown	population	38186
48051	Texas	Burleson	population	17251
48053	Texas	Burnet	population	43117
48055	Texas	Caldwell	population	38442
48057	Texas	Calhoun	population	21442
48059	Texas	Callahan	population	13515
48061	Texas	Cameron	population	414123
48063	Texas	Camp	population	12407
48065	Texas	Carson	population	6259
48067	Texas	Cass	population	30256
48069	Texas	Castro	population	8116
48071	Texas	Chambers	population	35552
48073	Texas	Cherokee	population	51140
48075	Texas	Childress	population	6984
48077	Texas	Clay	population	10721
48079	Texas	Cochran	population	3109
48081	Texas	Coke	population	3305
48083	Texas	Coleman	population	8763
48085	Texas	Collin	population	812226
48087	Texas	Collingsworth	population	3092
48089	Texas	Colorado	population	20816
48091	Texas	Comal	population	111963
48093	Texas	Comanche	population	13891
48095	Texas	Concho	population	4081
48097	Texas	Cooke	population	38396
48099	Texas	Coryell	population	76508
48101	Texas	Cottle	population	1499
48103	Texas	Crane	population	4383
48105	Texas	Crockett	population	3722
48107	Texas	Crosby	population	6092
48109	Texas	Culberson	population	2383
48111	Texas	Dallam	population	6866
48113	Texas	Dallas	population	2416014
48115	Texas	Dawson	population	13751
48117	Texas	Deaf Smith	population	19595
48119	Texas	Delta	population	5212
48121	Texas	Denton	population	686406
48123	Texas	DeWitt	population	20255
48125	Texas	Dickens	population	2402
48127	Texas	Dimmit	population	10118
48129	Texas	Donley	population	3651
48131	Texas	Duval	population	11669
48133	Texas	Eastland	population	18633
48135	Texas	Ector	population	140111
48137	Texas	Edwards	population	1966
48139	Texas	Ellis	population	152753
48141	Texas	El Paso	population	820790
48143	Texas	Erath	population	38266
48145	Texas	Falls	population	17944
48147	Texas	Fannin	population	33958
48149	Texas	Fayette	population	24732
48151	Texas	Fisher	population	3914
48153	Texas	Floyd	population	6394
48155	Texas	Foard	population	1341
48157	Texas	Fort Bend	population	606953
48159	Texas	Franklin	population	10551
48161	Texas	Freestone	population	19684
48163	Texas	Frio	population	17400
48165	Texas	Gaines	population	18003
48167	Texas	Galveston	population	295747
48169	Texas	Garza	population	6562
48171	Texas	Gillespie	population	25114
48173	Texas	Glasscock	population	1251
48175	Texas	Goliad	population	7243
48177	Texas	Gonzales	population	19904
48179	Texas	Gray	population	22755
48181	Texas	Grayson	population	121419
48183	Texas	Gregg	population	123081
48185	Texas	Grimes	population	26887
48187	Texas	Guadalupe	population	135757
48189	Texas	Hale	population	36498
48191	Texas	Hall	population	3377
48193	Texas	Hamilton	population	8472
48195	Texas	Hansford	population	5577
48197	Texas	Hardeman	population	4176
48199	Texas	Hardin	population	55246
48201	Texas	Harris	population	4180894
48203	Texas	Harrison	population	66296
48205	Texas	Hartley	population	5971
48207	Texas	Haskell	population	5989
48209	Texas	Hays	population	164050
48211	Texas	Hemphill	population	3970
48213	Texas	Henderson	population	78826
48215	Texas	Hidalgo	population	797810
48217	Texas	Hill	population	35392
48219	Texas	Hockley	population	22892
48221	Texas	Hood	population	51670
48223	Texas	Hopkins	population	35371
48225	Texas	Houston	population	23484
48227	Texas	Howard	population	35122
48229	Texas	Hudspeth	population	3423
48231	Texas	Hunt	population	86531
48233	Texas	Hutchinson	population	22132
48235	Texas	Irion	population	1620
48237	Texas	Jack	population	9035
48239	Texas	Jackson	population	14032
48241	Texas	Jasper	population	36296
48243	Texas	Jeff Davis	population	2288
48245	Texas	Jefferson	population	252802
48247	Texas	Jim Hogg	population	5265
48249	Texas	Jim Wells	population	41339
48251	Texas	Johnson	population	152734
48253	Texas	Jones	population	20146
48255	Texas	Karnes	population	14946
48257	Texas	Kaufman	population	105358
48259	Texas	Kendall	population	34781
48261	Texas	Kenedy	population	437
48263	Texas	Kent	population	825
48265	Texas	Kerr	population	49783
48267	Texas	Kimble	population	4632
48269	Texas	King	population	255
48271	Texas	Kinney	population	3630
48273	Texas	Kleberg	population	32196
48275	Texas	Knox	population	3758
48277	Texas	Lamar	population	50074
48279	Texas	Lamb	population	14167
48281	Texas	Lampasas	population	19891
48283	Texas	La Salle	population	7001
48285	Texas	Lavaca	population	19347
48287	Texas	Lee	population	16666
48289	Texas	Leon	population	16916
48291	Texas	Liberty	population	76206
48293	Texas	Limestone	population	23634
48295	Texas	Lipscomb	population	3327
48297	Texas	Live Oak	population	11447
48299	Texas	Llano	population	19181
48301	Texas	Loving	population	94
48303	Texas	Lubbock	population	283910
48305	Texas	Lynn	population	5888
48307	Texas	McCulloch	population	8290
48309	Texas	McLennan	population	238564
48311	Texas	McMullen	population	690
48313	Texas	Madison	population	13747
48315	Texas	Marion	population	10507
48317	Texas	Martin	population	4934
48319	Texas	Mason	population	3984
48321	Texas	Matagorda	population	36809
48323	Texas	Maverick	population	55405
48325	Texas	Medina	population	46367
48327	Texas	Menard	population	2264
48329	Texas	Midland	population	140308
48331	Texas	Milam	population	24699
48333	Texas	Mills	population	4848
48335	Texas	Mitchell	population	9426
48337	Texas	Montague	population	19710
48339	Texas	Montgomery	population	471734
48341	Texas	Moore	population	21954
48343	Texas	Morris	population	12848
48345	Texas	Motley	population	1230
48347	Texas	Nacogdoches	population	65466
48349	Texas	Navarro	population	48054
48351	Texas	Newton	population	14454
48353	Texas	Nolan	population	15269
48355	Texas	Nueces	population	343281
48357	Texas	Ochiltree	population	10530
48359	Texas	Oldham	population	2074
48361	Texas	Orange	population	82487
48363	Texas	Palo Pinto	population	28115
48365	Texas	Panola	population	24058
48367	Texas	Parker	population	118376
48369	Texas	Parmer	population	10332
48371	Texas	Pecos	population	15716
48373	Texas	Polk	population	45725
48375	Texas	Potter	population	122285
48377	Texas	Presidio	population	7761
48379	Texas	Rains	population	11059
48381	Texas	Randall	population	123351
48383	Texas	Reagan	population	3390
48385	Texas	Real	population	3426
48387	Texas	Red River	population	12703
48389	Texas	Reeves	population	13757
48391	Texas	Refugio	population	7291
48393	Texas	Roberts	population	816
48395	Texas	Robertson	population	16740
48397	Texas	Rockwall	population	81290
48399	Texas	Runnels	population	10524
48401	Texas	Rusk	population	53759
48403	Texas	Sabine	population	10740
48405	Texas	San Augustine	population	8874
48407	Texas	San Jacinto	population	26801
48409	Texas	San Patricio	population	64726
48411	Texas	San Saba	population	6023
48413	Texas	Schleicher	population	3309
48415	Texas	Scurry	population	16919
48417	Texas	Shackelford	population	3318
48419	Texas	Shelby	population	25772
48421	Texas	Sherman	population	3040
48423	Texas	Smith	population	213381
48425	Texas	Somervell	population	8451
48427	Texas	Starr	population	61715
48429	Texas	Stephens	population	9548
48431	Texas	Sterling	population	1158
48433	Texas	Stonewall	population	1472
48435	Texas	Sutton	population	4007
48437	Texas	Swisher	population	7801
48439	Texas	Tarrant	population	1849815
48441	Texas	Taylor	population	132755
48443	Texas	Terrell	population	960
48445	Texas	Terry	population	12675
48447	Texas	Throckmorton	population	1609
48449	Texas	Titus	population	32596
48451	Texas	Tom Green	population	111823
48453	Texas	Travis	population	1063130
48455	Texas	Trinity	population	14659
48457	Texas	Tyler	population	21666
48459	Texas	Upshur	population	39826
48461	Texas	Upton	population	3346
48463	Texas	Uvalde	population	26535
48465	Texas	Val Verde	population	49106
48467	Texas	Van Zandt	population	52776
48469	Texas	Victoria	population	87545
48471	Texas	Walker	population	68087
48473	Texas	Waller	population	44013
48475	Texas	Ward	population	10716
48477	Texas	Washington	population	33791
48479	Texas	Webb	population	256496
48481	Texas	Wharton	population	41314
48483	Texas	Wheeler	population	5465
48485	Texas	Wichita	population	130698
48487	Texas	Wilbarger	population	13404
48489	Texas	Willacy	population	22095
48491	Texas	Williamson	population	442782
48493	Texas	Wilson	population	43789
48495	Texas	Winkler	population	7178
48497	Texas	Wise	population	59833
48499	Texas	Wood	population	42164
48501	Texas	Yoakum	population	8005
48503	Texas	Young	population	18484
48505	Texas	Zapata	population	14282
48507	Texas	Zavala	population	11849
49001	Utah	Beaver	population	6594
49003	Utah	Box Elder	population	50290
49005	Utah	Cache	population	114699
49007	Utah	Carbon	population	21318
49009	Utah	Daggett	population	1156
49011	Utah	Davis	population	311811
49013	Utah	Duchesne	population	18888
49015	Utah	Emery	population	10944
49017	Utah	Garfield	population	5144
49019	Utah	Grand	population	9325
49021	Utah	Iron	population	46740
49023	Utah	Juab	population	10335
49025	Utah	Kane	population	7257
49027	Utah	Millard	population	12645
49029	Utah	Morgan	population	9685
49031	Utah	Piute	population	1497
49033	Utah	Rich	population	2303
49035	Utah	Salt Lake	population	1048985
49037	Utah	San Juan	population	14825
49039	Utah	Sanpete	population	27988
49041	Utah	Sevier	population	20971
49043	Utah	Summit	population	37594
49045	Utah	Tooele	population	59326
49047	Utah	Uintah	population	33163
49049	Utah	Utah	population	530499
49051	Utah	Wasatch	population	24417
49053	Utah	Washington	population	141666
49055	Utah	Wayne	population	2737
49057	Utah	Weber	population	234420
50001	Vermont	Addison	population	36742
50003	Vermont	Bennington	population	36970
50005	Vermont	Caledonia	population	31166
50007	Vermont	Chittenden	population	157491
50009	Vermont	Essex	population	6291
50011	Vermont	Franklin	population	48113
50013	Vermont	Grand Isle	population	6931
50015	Vermont	Lamoille	population	24701
50017	Vermont	Orange	population	29006
50019	Vermont	Orleans	population	27173
50021	Vermont	Rutland	population	61289
50023	Vermont	Washington	population	59626
50025	Vermont	Windham	population	44266
50027	Vermont	Windsor	population	56666
51001	Virginia	Accomack	population	33336
51003	Virginia	Albemarle	population	100553
51005	Virginia	Alleghany	population	16175
51007	Virginia	Amelia	population	12805
51009	Virginia	Amherst	population	32167
51011	Virginia	Appomattox	population	15041
51013	Virginia	Arlington	population	216004
51015	Virginia	Augusta	population	73549
51017	Virginia	Bath	population	4657
51019	Virginia	Bedford	population	69246
51021	Virginia	Bland	population	6818
51023	Virginia	Botetourt	population	32928
51025	Virginia	Brunswick	population	17204
51027	Virginia	Buchanan	population	23581
51029	Virginia	Buckingham	population	17278
51031	Virginia	Campbell	population	55032
51033	Virginia	Caroline	population	28674
51035	Virginia	Carroll	population	29981
51036	Virginia	Charles City	population	7241
51037	Virginia	Charlotte	population	12505
51041	Virginia	Chesterfield	population	320277
51043	Virginia	Clarke	population	14258
51045	Virginia	Craig	population	5099
51047	Virginia	Culpeper	population	47476
51049	Virginia	Cumberland	population	9969
51051	Virginia	Dickenson	population	15741
51053	Virginia	Dinwiddie	population	27918
51057	Virginia	Essex	population	11205
51059	Virginia	Fairfax	population	1100692
51061	Virginia	Fauquier	population	66071
51063	Virginia	Floyd	population	15378
51065	Virginia	Fluvanna	population	26061
51067	Virginia	Franklin	population	56419
51069	Virginia	Frederick	population	79666
51071	Virginia	Giles	population	17124
51073	Virginia	Gloucester	population	36901
51075	Virginia	Goochland	population	21883
51077	Virginia	Grayson	population	15328
51079	Virginia	Greene	population	18660
51081	Virginia	Greensville	population	12112
51083	Virginia	Halifax	population	36056
51085	Virginia	Hanover	population	100342
51087	Virginia	Henrico	population	310445
51089	Virginia	Henry	population	53741
51091	Virginia	Highland	population	2267
51093	Virginia	Isle of Wight	population	35356
51095	Virginia	James City	population	68200
51097	Virginia	King and Queen	population	6997
51099	Virginia	King George	population	24161
51101	Virginia	King William	population	15981
51103	Virginia	Lancaster	population	11282
51105	Virginia	Lee	population	25146
51107	Virginia	Loudoun	population	325405
51109	Virginia	Louisa	population	33395
51111	Virginia	Lunenburg	population	12874
51113	Virginia	Madison	population	13169
51115	Virginia	Mathews	population	8962
51117	Virginia	Mecklenburg	population	32622
51119	Virginia	Middlesex	population	10854
51121	Virginia	Montgomery	population	94342
51125	Virginia	Nelson	population	15097
51127	Virginia	New Kent	population	18822
51131	Virginia	Northampton	population	12377
51133	Virginia	Northumberland	population	12461
51135	Virginia	Nottoway	population	15840
51137	Virginia	Orange	population	33938
51139	Virginia	Page	population	23958
51141	Virginia	Patrick	population	18390
51143	Virginia	Pittsylvania	population	62844
51145	Virginia	Powhatan	population	28110
51147	Virginia	Prince Edward	population	23343
51149	Virginia	Prince George	population	36555
51153	Virginia	Prince William	population	419006
51155	Virginia	Pulaski	population	34607
51157	Virginia	Rappahannock	population	7444
51159	Virginia	Richmond	population	9220
51161	Virginia	Roanoke	population	92740
51163	Virginia	Rockbridge	population	22375
51165	Virginia	Rockingham	population	76589
51167	Virginia	Russell	population	28749
51169	Virginia	Scott	population	23126
51171	Virginia	Shenandoah	population	42289
51173	Virginia	Smyth	population	32029
51175	Virginia	Southampton	population	18408
51177	Virginia	Spotsylvania	population	124327
51179	Virginia	Stafford	population	132133
51181	Virginia	Surry	population	6931
51183	Virginia	Sussex	population	12087
51185	Virginia	Tazewell	population	44715
51187	Virginia	Warren	population	37749
51191	Virginia	Washington	population	54827
51193	Virginia	Westmoreland	population	17595
51195	Virginia	Wise	population	41565
51197	Virginia	Wythe	population	29204
51199	Virginia	York	population	66134
51510	Virginia	Alexandria City	population	144301
51515	Virginia	Bedford City	population	6181
51520	Virginia	Bristol City	population	17750
51530	Virginia	Buena Vista City	population	6636
51540	Virginia	Charlottesville City	population	43511
51550	Virginia	Chesapeake City	population	225050
51570	Virginia	Colonial Heights City	population	17440
51580	Virginia	Covington City	population	5939
51590	Virginia	Danville City	population	42852
51595	Virginia	Emporia City	population	5871
51600	Virginia	Fairfax City	population	22549
51610	Virginia	Falls Church City	population	12751
51620	Virginia	Franklin City	population	8588
51630	Virginia	Fredericksburg City	population	25691
51640	Virginia	Galax City	population	6983
51650	Virginia	Hampton City	population	136401
51660	Virginia	Harrisonburg City	population	49973
51670	Virginia	Hopewell City	population	22580
51678	Virginia	Lexington City	population	6995
51680	Virginia	Lynchburg City	population	76504
51683	Virginia	Manassas City	population	39300
51685	Virginia	Manassas Park City	population	15332
51690	Virginia	Martinsville City	population	13559
51700	Virginia	Newport News City	population	179611
51710	Virginia	Norfolk City	population	242628
51720	Virginia	Norton City	population	4054
51730	Virginia	Petersburg City	population	32326
51735	Virginia	Poquoson City	population	12000
51740	Virginia	Portsmouth City	population	95684
51750	Virginia	Radford City	population	16414
51760	Virginia	Richmond City	population	205533
51770	Virginia	Roanoke City	population	96714
51775	Virginia	Salem City	population	24961
51790	Virginia	Staunton City	population	23769
51800	Virginia	Suffolk City	population	84930
51810	Virginia	Virginia Beach City	population	442707
51820	Virginia	Waynesboro City	population	21311
51830	Virginia	Williamsburg City	population	14444
51840	Virginia	Winchester City	population	26587
53001	Washington	Adams	population	19027
53003	Washington	Asotin	population	21933
53005	Washington	Benton	population	180678
53007	Washington	Chelan	population	73477
53009	Washington	Clallam	population	71838
53011	Washington	Clark	population	433418
53013	Washington	Columbia	population	4050
53015	Washington	Cowlitz	population	102478
53017	Washington	Douglas	population	38971
53019	Washington	Ferry	population	7689
53021	Washington	Franklin	population	83455
53023	Washington	Garfield	population	2262
53025	Washington	Grant	population	91265
53027	Washington	Grays Harbor	population	72546
53029	Washington	Island	population	78971
53031	Washington	Jefferson	population	29924
53033	Washington	King	population	1969722
53035	Washington	Kitsap	population	254633
53037	Washington	Kittitas	population	41629
53039	Washington	Klickitat	population	20697
53041	Washington	Lewis	population	75901
53043	Washington	Lincoln	population	10476
53045	Washington	Mason	population	61019
53047	Washington	Okanogan	population	41411
53049	Washington	Pacific	population	20930
53051	Washington	Pend Oreille	population	12936
53053	Washington	Pierce	population	807904
53055	Washington	San Juan	population	15844
53057	Washington	Skagit	population	118109
53059	Washington	Skamania	population	11137
53061	Washington	Snohomish	population	722400
53063	Washington	Spokane	population	473761
53065	Washington	Stevens	population	43496
53067	Washington	Thurston	population	256591
53069	Washington	Wahkiakum	population	3991
53071	Washington	Walla Walla	population	59588
53073	Washington	Whatcom	population	203663
53075	Washington	Whitman	population	45077
53077	Washington	Yakima	population	247141
54001	West Virginia	Barbour	population	16520
54003	West Virginia	Berkeley	population	105750
54005	West Virginia	Boone	population	24444
54007	West Virginia	Braxton	population	14485
54009	West Virginia	Brooke	population	23844
54011	West Virginia	Cabell	population	96653
54013	West Virginia	Calhoun	population	7652
54015	West Virginia	Clay	population	9357
54017	West Virginia	Doddridge	population	8171
54019	West Virginia	Fayette	population	45699
54021	West Virginia	Gilmer	population	8705
54023	West Virginia	Grant	population	11891
54025	West Virginia	Greenbrier	population	35800
54027	West Virginia	Hampshire	population	23812
54029	West Virginia	Hancock	population	30571
54031	West Virginia	Hardy	population	13912
54033	West Virginia	Harrison	population	69436
54035	West Virginia	Jackson	population	29241
54037	West Virginia	Jefferson	population	54225
54039	West Virginia	Kanawha	population	192315
54041	West Virginia	Lewis	population	16416
54043	West Virginia	Lincoln	population	21550
54045	West Virginia	Logan	population	36457
54047	West Virginia	McDowell	population	21729
54049	West Virginia	Marion	population	56586
54051	West Virginia	Marshall	population	32800
54053	West Virginia	Mason	population	27298
54055	West Virginia	Mercer	population	62465
54057	West Virginia	Mineral	population	28192
54059	West Virginia	Mingo	population	26563
54061	West Virginia	Monongalia	population	98528
54063	West Virginia	Monroe	population	13534
54065	West Virginia	Morgan	population	17535
54067	West Virginia	Nicholas	population	26268
54069	West Virginia	Ohio	population	44246
54071	West Virginia	Pendleton	population	7673
54073	West Virginia	Pleasants	population	7611
54075	West Virginia	Pocahontas	population	8786
54077	West Virginia	Preston	population	33723
54079	West Virginia	Putnam	population	56008
54081	West Virginia	Raleigh	population	79127
54083	West Virginia	Randolph	population	29465
54085	West Virginia	Ritchie	population	10295
54087	West Virginia	Roane	population	14858
54089	West Virginia	Summers	population	13867
54091	West Virginia	Taylor	population	16916
54093	West Virginia	Tucker	population	7021
54095	West Virginia	Tyler	population	9121
54097	West Virginia	Upshur	population	24322
54099	West Virginia	Wayne	population	42126
54101	West Virginia	Webster	population	9143
54103	West Virginia	Wetzel	population	16351
54105	West Virginia	Wirt	population	5762
54107	West Virginia	Wood	population	87120
54109	West Virginia	Wyoming	population	23419
